 time                v(vout)             v(vinf)             v(buck_input)       v(comp)             i(L1)              
 9.662999999999e-03  8.824783511170e+00  8.752820738641e+00  8.884377847085e+00  1.765433112889e+00  5.096613266733e-01 
 9.663999999999e-03  8.824720559932e+00  8.752606106551e+00  8.884314470989e+00  1.767145492037e+00  5.096576910351e-01 
 9.664999999999e-03  8.824657609259e+00  8.752391479578e+00  8.884251095198e+00  1.768880440696e+00  5.096540554298e-01 
 9.665999999999e-03  8.824594659015e+00  8.752176857920e+00  8.884187719825e+00  1.770636975230e+00  5.096504198511e-01 
 9.666999999999e-03  8.824531709266e+00  8.751962241521e+00  8.884124344925e+00  1.772413996628e+00  5.096467842965e-01 
 9.667999999999e-03  8.824468759949e+00  8.751747630297e+00  8.884060970595e+00  1.774210388538e+00  5.096431487628e-01 
 9.668999999999e-03  8.824405811102e+00  8.751533024384e+00  8.883997596569e+00  1.776025442904e+00  5.096395132625e-01 
 9.669999999999e-03  8.824342862668e+00  8.751318423786e+00  8.883934223017e+00  1.777857956707e+00  5.096358777808e-01 
 9.670999999999e-03  8.824279914671e+00  8.751103828381e+00  8.883870849938e+00  1.779707171256e+00  5.096322423288e-01 
 9.671999999999e-03  8.824216967040e+00  8.750889238231e+00  8.883807477277e+00  1.781572213232e+00  5.096286068986e-01 
 9.672999999999e-03  8.824154020161e+00  8.750674653408e+00  8.883744105134e+00  1.783452479569e+00  5.096249715045e-01 
 9.673999999999e-03  8.824091073459e+00  8.750460073924e+00  8.883680733485e+00  1.785347190594e+00  5.096213361214e-01 
